,text_lb,text
4055,-1.0,Quá nhiều muỗi. Tôi đã nhận được 17 vết cắn. Nước và AC cũng không tốt.
4056,1.0,Khách sạn nằm gần quốc lộ nên có tiếng xe. khách sạn sạch sẽ.
4057,1.0,"Cả ba lần ra Đà Nẵng mình đều ở đây, phòng luôn mới, đầy đủ tiện nghi, đồ ăn ngon, đi bộ 5p là ra biển. Ngoài khách sạn quán ăn cửa hàng tiện lợi cũng nhiều. Nhân viên thì siêu dễ thương và nhiệt tình, cảm giác rất gần gũi thân thiện"
4058,1.0,"Phòng ổn, cách âm hơi kém. Ăn sáng ngon. Dịch vụ cho thuê xe máy không ổn lắm, nhân viên thân thiện."
4059,1.0,Phòng rộng rãi sạch sẽ. Sẽ quay lại
4060,1.0,"Tất cả đều tốt, chỉ có bộ phận lễ tân làm thủ tục nhận phòng quá chậm và không linh hoạt"
4061,1.0,"Tôi ở lại 4 đêm tại khách sạn này và trên tất cả các khách sạn sạch sẽ, nhân viên rất hữu ích, phòng khách sạn rất lớn và siêu thoải mái. ở tại lief pulo là sự lựa chọn tốt nhất nếu bạn ở thành phố hồ chí minh"
4062,1.0,"Khách sạn có vị trí tốt. Hầm để xe rộng rãi thoải mái ngay trung tâm nhưng cơ sở vật chất đã cũ, xuống cấp. Hồ bơi xấu, cũ kĩ. Không xứng với tầm 5 sao."
4063,1.0,"khách sạn phòng mới rộng sạch sẽ, chủ khách sạn vui vẻ, book trên app được giá tốt, sẽ quay lại"
4064,1.0,Tôi hài lòng cảm thấy rất thoải mái như o nhà khi luu trú tại đây
4065,1.0,"Vị trí tốt, nhân viên thân thiện, tuy nhiên khi check out nhân viên chỉ kiểm minibar mà không báo đồ khách quên"
4066,1.0,"Có 1 kỳ nghỉ thoải mái, có điều yêu cầu đặt biệt nhận phòng sớm không được đáp ứng nên dù rất mệt cả 2 phải gửi đồ đi lang thang dạo vài tiếng mới được nhận phòng. Phòng ốc đẹp, buffet sáng ngon với mức giá khá ok"
4067,1.0,"Phòng sạch sẽ, gọn gàng, nhân viên thân thiện, nhiệt tình. Nên bổ sung chai nước rữa tay trong WC. Phòng cách âm không tốt, mọi người đi khuya về làm ồn ngoài hành lang, ở trong phòng nghe hết"
4068,1.0,"Sạch sẽ, tiện nghi khá thoải mái mà phòng 4 người co 2 bàn chải và không có giấy cuộn trong nhà tắm. chỉ co 3 cái gối. Mọi thứ ỗn"
4069,1.0,Lễ tân thân thiện. Check in nhanh chóng. Thủ tục đơn giản. Phòng đẹp
4070,1.0,Khách sạn tuyệt vời. Bữa sáng ngon. Sẽ ghé lại lần sau.
4071,-1.0,"Khách sạn quá cũ, nó không phải là 4 bắt đầu như để đánh giá, nó là 1, 2 sao"
4072,1.0,"Khách sạn nằm ở vị trí trung tâm, rất thuận tiện cho việc đi lại. Phòng mình đặt tuy hơi bé nhưng lại đầy đủ tiện nghi và có cả view nhìn ra ngoài nữa. Nhóm mình 4 người, check in cũng nữa đêm nhưng bạn Hưng lễ tân vẫn rất nhiệt tình và chu đáo. Lần sau ghé nha trang mình sẽ ở đây thêm lần nữa, 4 sao mà giá thì lại quá mềm. Mình rất thích!"
4073,1.0,"phòng mới, sạch sẽ, nhân viên thân thiện, bữa sáng tuy hơi ít món nhưng ngon và vừa miệng. sẽ chọn New Life Hotel Dalat cho những dịp lưu trú tại Đà Lạt."
4075,1.0,"Khách sạn tuyệt vời, nhân viên thân thiện, sẽ quay lại trong thời gian tới"
4077,1.0,Khách sạn nổi bật - Vị trí tuyệt vời - Nhân viên thân thiện - Cơ sở tuyệt vời Một trong những nơi tuyệt vời nhất tôi từng ở cho đến nay. Bạn có thể đi bộ đến hầu hết mọi nơi trong Quận 1 trong vòng 10 phút. Nhân viên thực sự thân thiện và hữu ích. Nhận phòng thông minh và thẻ chìa khóa dễ thương. Họ đã không lãng phí nhiều thời gian của tôi so với nhiều khách sạn khác
4078,-1.0,"Khách sạn khá cũ, phòng ẩm mùi mốc khó chịu."
4079,1.0,"Kháchsạn phục vụ vui vẻ nhiệt tình,phòng đẹp, nhung di chuyển xuống biển thi hoi xa, vi không có xe thương xuyên."
4080,1.0,"Khách sạn mới, sạch sẽ, nhân viên lễ tân phục vụ tốt, phòng gia đình của mình sạch đẹp đúng như ảnh chụp. Buffet sáng chất lượng ổn, dù hơi ít món nhưng nói chung gia đình mình thấy hài lòng vì chất lượng khách sạn và vị trí cũng rất gần biển và trung tâm thành phố, đi lại rất tiện."
4081,1.0,"Khách sạn rất sạch, chị chủ rất nhiệt tình thân thiện. Mình sẽ ghé đây nữa nếu đi vũng tàu"
4082,1.0,"Khách san vị trí tốt, nhân viên ăn sáng đều ổn. Trừ điều hoà tổng quá yếu nên bị nóng."
4083,1.0,"Khách sạn mới, phòng sạch sẽ, nội thất hiện đại. Khách sạn rất gần Sunworld, cảng hành khách quốc tế Bãi Cháy, có thể đi bộ đến các địa điểm này. Buffet sáng ổn. Nhân viên dễ thương, nhiệt tình"
4084,1.0,"Một cơ sở nội trú của gia đình tự làm và điều hành, coffee ở đây đúng ngon, đồ ăn cũng ngon, nhưng có vẻ gia đình cô thân thiện với người nước ngoài hơn, Việt Nam ở thì hổng thấy niềm nở như mấy bạn khen lúc trước, thấy kiểu lơ lơ khó chịu gì đâu, lúc mình check out lỡ bỏ quên thẻ từ ở phòng cô nói “phải lên lấy thẻ xuống để ngay lễ tân” thì nhân viên cô mới check out cho :)), khách tây thì cô ôm hôn thắm thiết haha, mình chỉ thấy cô sến (hay mở nhạc âm lượng lớn theo sở thích của cô như cải lương và Vĩnh Thiên Kim...."
4086,-1.0,"Wifi không có ở khu vực phòng 318, nước tắm quá yếu. Còn lại thì ok."
4087,-1.0,Mình đặt king bed đã gọi báo trước nên đến nơi thì là 2 giường đơn. sau đó gọi điện báo thì mới ghép lại.
4088,-1.0,khách sạn không có máy sấy tóc
4089,-1.0,Khách sạn vệ sinh còn dơ và có mùi
4090,1.0,"ăn sáng ngon, đơn giản, giá rẽ ngay trung tâm. mình sẽ quay lại"
4091,1.0,"Khách sạn đẹp và sang trọng, nhân viên cực kì thân thiện và nhiệt tình! Sáng nào hai vợ chồng mình cũng đi xe đạp khách sạn ra dạo biển, rất là thích luôn!"
4092,1.0,"Vô cùng yêu thích địa điểm này! Mới mẻ, sạch sẽ và tiện nghi Nhân viên ân cần và chu đáo"
4093,1.0,"Vị trí của khách sạn không xa các địa điểm du lịch và mua sắm, người phục vụ khách sạn rất thân thiện và bữa sáng phonya rất ngon."
4094,1.0,"Nhân viên hòa đồng, nhiệt tình. Tiện nghi 😀"
4095,1.0,"phòng sạch đẹp, bể bơi nước sạch rất thích, bọn trẻ suốt ngày đòi bơi, dịch vụ chu đáo, nhiệt tình và an toàn. view thì đẹp đừng hỏi. giá cả rẻ so với chất lượng"
4096,1.0,"Kháchsạn mới sạch sẻ, lể tân 24/24 và chuyên nghiệp. Theo thông tin thì nen sửa lại nha tắm không có bồn tắm."
4097,1.0,"Phòng mình ở khá sạch sẽ, có cửa sổ nhưng phòng không cách âm nên xung quanh về đêm cũng hơi ồn. Bù lại, nhân viên ở khách sạn hỗ trợ tụi mình rất tốt, rất nhiệt tình,"
4098,1.0,"Thật tốt khi ở đây một đêm. Nhìn từ ban công là tốt nhất và họ có nhân viên thực sự thân thiện. Nó tốt cho nơi chỉ sạc pin của bạn. Nếu bạn muốn khám phá thêm về Mũi Né, bạn nên ở một số nơi thuận tiện hơn."
4099,1.0,"Tất cả mọi thứ đều ổn. Nhưng dịch vụ là xấu. Tôi phải đi máy bay sớm. Vì vậy, tôi đã nói chuyện với các dịch vụ phòng nếu cô ấy có thể chuẩn bị bữa sáng cho tôi? Tôi sẽ rời khỏi nhà đoán lúc 6 giờ sáng, và tôi chỉ cần một ít bánh mì. Anh tôi trả tiền cho bữa sáng. Nhưng cô ấy nói rằng cô ấy có thể làm bất cứ điều gì. Nó rất tệ!"
4101,-1.0,Chổ lavabo và bồn cầu không có hệ thống thoát nước và không có vòi xịt rất bất tiện.
4102,1.0,Homestay gần bến xe nên cực cực kỳ tiện lợi. Đi bộ chút xíu là tới thôi nè. Homestay còn cho mượn xe đạp free nữa. Chị chủ cũng vô cùng thân thiện. Mọi người trong nhà rất thân thiện nha. Nhưng vì là homestay nên mọi người lưu ý không đi đêm muộn quá ảnh hưởng đến gia đình nhé
4103,-1.0,Nhân viên bếp thái độ cuc ky tệ... tỏ thái độ với khach hang
4104,1.0,"Khách sạn sạch sẽ, phục vụ rất nhiệt tình mà đổi địa điểm không chủ động thông báo làm mình phải tự liên hệ tìm hỏi, hic"
4105,1.0,"Phòng khách sạn giống hình, nhân viên lịch sự, vị trí đẹp, gần trung tâm. Chỉ có hai điểm chưa hoàn hảo là hơi ồn và thi thoảng còi nước bị tắc tạm thời. Còn lại đều ok"
4106,1.0,"Có tên khác là Khách sạn Kỳ Hoà. Ăn sáng tương đối ổn so với 3 sao, phòng tương đối sạch, trang thiết bị đầy đủ, máy lạnh phải đợi 1 lúc mới lạnh nhé. Thang máy có mùi nên xử lý hệ thống mùi trong khách sạn. Nhân viên lễ tân ok!"
4107,1.0,Khách sạn khá đẹp nhân viên phục vụ nhiệt tình. Nếu đi du lịch gia đình thi đây là 1 khách sạn khá là tốt cho chuyến du lịch với giá phòng rẻ và hợp lý. Không nhưng thế khách sạn chỉ cách trung tâm thành phố có 6’ nên rất thuận tiện cho cách bạn di chuyển và đi chơi về đêm.
4108,-1.0,Không có wifi trong khách sạn. Họ cũng không có sắt
4109,1.0,"Villa quá là ok luôn, yên tĩnh, có lối đi bộ thư giản, bên trong phòng thì tiện nghi, sạch sẽ. Nói chung là toẹt vời ông mặt trời. À, ăn sáng cũng ngon nốt."
4110,1.0,Rất thích khách sạn này đẹp từng li từng tí sẽ ủng hộ dày dày
4112,1.0,"Phòng rộng sạch sẽ, thoáng mát"
4113,1.0,Nhìn chung được coi là tốt. Nhưng đặt một cửa sổ thực sự có cửa sổ Nhưng cửa sổ hướng vào một phòng khác Gây ra phải đóng rèm cửa mọi lúc Cảm thấy một chút nuốt Rất khuyến khích cho khách Thái Lan. Đồ ăn nhẹ ngâm nước. Đừng! Hoàn toàn ăn vì tiền
4114,1.0,"Khách sạn sạch sẽ, nhân viên nhiệt tình, chu đáo"
4115,1.0,"1 kỳ nghỉ thật thú vị, phòng view đẹp, dịch vụ tốt, nhân viên thân thiện chu đáo. Thức ăn hợp khẩu vị, bể bơi xanh trong. Đáng để trải nghiệm và quay lại"
4116,1.0,"Vị trí thuận tiện - bãi biển đẹp. Phòng villa quá xấu và cũ kỹ, sàn phòng tắm lát gạch bóng trơn trượt,tivi hình ảnh truyền quá mờ nhiều sọc. Thức ăn - nước uống buffet sáng ít món, chế biến dở, món càri lạnh tanh. Khuôn viên - hành lang xấu tệ, ko chú trọng chăm sóc. Hồ bơi đầy lá cây, ko dọn dẹp. Xứng đáng 2**-"
4117,1.0,"Nhân viên vui vẻ, phòng sạch. Ăn sáng ngon"
4118,-1.0,"Dieu hoa hong, phong nho, nong qua nong"
4120,1.0,Khách sạn rất tuyệt... gần biển và phòng view khá là ok nhân viên nhiệt tình đồ ăn sáng ngon và có hồ bơi rất thoải mái. Mình có kì nghỉ rất tuyệt tại đây lần sau nhất định sẽ tiếp tục ở khách sạn này
4121,1.0,"phòng sạch sẽ giống hệt hình, không hề có muỗi. phục vụ rất nhiệt tình. quán ốc 30k ở ngay đối diện ngõ vào bungalow, đi ăn rất tiện lợi"
4122,1.0,"Khách sạn rất sạch sẽ, gần chợ. Nội thất trong phòng đẹp, bộ dầu gội, xả, tắm thuộc loại tốt, có đồ cạo râu... Cô chủ cực kỳ dễ thương. Mình xin 2:00 chiều trả phòng vì 2:00 mình mới đi ra hòn 7 cạnh, do phòng mình ở có khách đặt nên cô chủ chủ động sắp xếp 1 phòng khác cho mình ở trong 2 tiếng. Không hề thu thêm phí. Mình sẽ quay lại nếu ghé Côn đảo"
4124,-1.0,khách sạn hơi xuống cấp. ẩm thấp :((
4125,1.0,Phòng ok với mức giá này. Tiện đi lại và ăn uống
4126,1.0,"Chủ nha cực kỳ thân thiện, đặc biệt là chị Hương. Căn hộ vô cùng sạch và mới, gần biển. Mình đã có 1 kỳ nghỉ trọn vẹn tại đây. Chỉ có 1 điểm trừ nhỏ là không có đèn hành lang nên hơi sợ. Sẽ quay lại đây nếu có dịp trở lại Đà Nẵng"
4128,1.0,"Phòng đẹp, giá cá quá hợp lý, nhân việc phục vụ tuỵet vời. Sẽ là điểm đến mỗi lần chọn"
4130,-1.0,"Wifi chập chờn, hơi xa trung tâm. Không có xe bus đưa đón như quảng cáo từ Resort về phan thiết, đưa ra ga bằng xe bus công cộng chứ không phải xe riêng."
4133,1.0,"Gần các điểm du lịch khu phố cổ Hà Nội.
Nhược điểm: Rèm cửa ban công không ngăn ánh sáng và hạn chế nhiệt độ ngoài trời."
4140,1.0,"khách sạn mới, sạch sẽ, nhân viên thân thiện, sẽ ghé lại mỗi khi ra Đà nẵng"
4142,1.0,"깨끗하고 친절한 서비스를 잘 누리고 왔습니다. 

행복하고 좋은 시간이 되었습니다. "
4149,1.0,GOOD PLACE TO HANG AROUND 
4159,1.0,"The apartment is very nice, clean, airy and windy, the most interesting is that you will see the sea right after waking up, this is a 2 bedroom apartment, 2 bathrooms and fully equipped. Comfort, additional washing machine, double electric stove, full cooking utensils, has a microwave so it is very convenient to warm up the morning coffee,
  The blankets and pillows here are clean and fragrant,
The host is a kind and friendly man, he tried to answer all my questions,
We had a good stay
Will definitely recommend this place to my friends"
4163,1.0,"nhân viên nhiệt tình, tốt
"
4166,1.0,"Nice hotel , clean and helpful of staffs "
4168,1.0,"We stayed in a few hotels in Hanoi and this was by far my favourite. The room was large and luxurious, the staff were friendly, and breakfast on the 1st floor was delicious with an amazing selection. I just wish we had been able to stay longer. I will definitely stay here again the next time I go to Hanoi and I recommend you to do the same !"
4169,1.0,"Nệm êm ngủ thoải mái, phòng sạch sẽ và tiện nghi, ks gần biển đi bộ tầm 5 phút là ra đc bãi tắm. Will come back"
4171,1.0,"Chất lượng dịch vụ rất tốt, tôi rất hài lòng. Phòng ngủ có ban công rất thoáng, nhà hàng buffet sáng nhiều sự chọn lựa, bể bơi trên tầng thượng cũng rất đẹp. Đội ngũ Quản lý 
 và nhân viên ở đây phục vụ rất ân cần và vui vẻ, luôn cố gắng hết sức để hỗ trợ cho chúng tôi trong lúc lưu trú tại Khách sạn. Tôi sẽ giới thiệu nó cho người thân khi đến Nha trang. "
4174,1.0,Hotel and Service Excellent
4179,1.0,"The hotel is a more or less 4 stars. Not 5 stars hotel. 
Breakfast was quite bad."
4183,1.0,"View đẹp, nhân viên thân thiện, đồ ăn sáng không ngon lắm nhưng hôm đó là Tết, ít nhân viên nên cũng thông cảm, cung đường đạp xe tuyệt vời, lúc về cô bé lễ tân còn tặng quà cho con mình và chăm sóc con mình khi bé bị ngã. Chắc chắn mình sẽ quay lại!"
4186,1.0,trung tâm thành phố. Nếu bạn đi công tác cần nơi nghỉ ngơi thì đây là 1 điểm lựa chọn phù hợp.
4189,1.0,"All good, but small breakfast :). We did not have open buffet unfortunately:)"
4191,1.0,"Nice and clean hotel. Very friendly and helpful staffs, good breakfast. It's also very near some good local food shop such as: Bún sườn chua (pork rib noodle, chicken noodle...), Sữa chua cô Nghi (yogurt), Cháo Chã (porridge)... 
Highly recommend for everyone! "
4192,1.0,Điểm lưu trú rất đáng yêu. Một kỳ nghỉ với trải nghiệm rất thú vị với các bạn nhỏ. Rất ưng nơi này.
4194,1.0,tốt nhưng mùa covid nên k có buffet.
4197,1.0,"The staff is very kind.
So I am satisfied 😌 "
4200,1.0,Nhân viên nhiệt tình nhừn do dịch covid nên bữa sáng chưa được đầy đủ. Các vấn đề khác đều ok
4202,1.0,"공항에서 10분 거리에 있고 바로 앞에 바다가 있어서 위치는 괜찮으나
위치빼고는 무엇하나 만족스럽지 못했던 여행이었습니다.
일단 굉장히 낡아서 문소리 심하고 냄새는 기본 , 침대보 교체후에도 얼룩
밤마다 모기가 많아서 마트가서 전자 파리채 사서 매일 50마리 이상은 잡은듯. 문틈으로 매일 모기 침입
첫날은 옷장에 머리 찍혀 피터져 3일간 머리도 못감고 물속도 못들어갔음(날카로운게 굉장히 위험)
카운터 직원들은 그런대로 친절했음(너무 당연하긴 했지만 방 냄새와 침대 문제로 교체)
조식은 종류도 적고 거의 매일 똑같음, 맛도 별로, 식당 직원들 불친절..
식당 바로 앞이 바다로 롱비치가 있어 백사장을 거닐면 주위 리조트 시설을 볼수 있는데
근처 리조트와 비교시 시설 형편없음,(여행 2일전에 예약이라 비싼 가격에 아주 저렴한 숙소 경험)
원래 여행시 숙소에 큰 비중을 두지 않는편인데, 가성비가 워낙 떨어져서 크게 실망.
개인적 의견으로 리조트 전반적으로 리모델링하면 가볍게 쉬고 오는데 나쁘지는 않을듯."
4207,1.0,I slept well
4208,1.0,View chưa thực sự ổn
4210,1.0,很舒適阿，附近吃的很多，地點也很好，就是房間小了點。其他都很好。
4212,1.0,"Great location, back again as very good value, clean & location is good "
4215,1.0,Goodd atay
4216,1.0,"Most wonderful beach in Vietnam, hormonious neighbourhood, peaceful resort"
4228,1.0,"거의 다 만족
돈이 아깝지 않다.
도시와 씨뷰가 반반있는곳이 좋았다"
4230,-1.0,"WC có mùi, phòng không có cửa sổ như hình, nhân viên nhiệt tình"
4231,1.0,All good but breakfast can improve more
4232,1.0,"The aircon didnt work, it's summer and it's extremely hot (we stayed at room no 4.01 stay away from this room), told the staff and she didnt agree to change the room telling us that there was no room available. 

The toilet didn't work as well, unable to flush.
The whole experience was horrible, even with this price we don't deserve this poor quality."
4237,1.0,"Ks đẹp, sạch sẽ, ăn sáng ngon"
4239,1.0,"Khách sạn đẹp, vị trí không tốt lắm do cách biển ~5km. Mọi thứ đều ổn, chỉ có khâu check in /out khách phải đợi lâu. Mình nhận phòng view rất đẹp, chỉ có điều 1 phòng tắm nóng lạnh bị hỏng. Đồ ăn sáng phong phú, tuy nhiên không ngon lắm. Bể bơi đẹp, sang chảnh nhưng tiếc là nước ko sạch cho lắm chắc do hệ thống lọc chưa được tốt."
4244,1.0,Bình thường
4246,1.0,"Vị trí khá tốt, gần bãi biển, sunworld.
Phòng hơi nhỏ."
4250,1.0,"Điều đầu tiên đó là sạch sẽ, nhân viên cực kỳ thân thiện từ lễ tân cho đến bác bảo vệ. Vì minh có chuyến bay muộn nên minh nhận phòng trễ vào lúc 3h sáng ngày hôm sau bác bảo vệ mở cửa và vẫn rất nhiệt tình đón tiếp. Khi trả phòng do mình cũng bay chuyến tối xin được ở thêm đến 7h tối va tra them phi thì anh trực điện thoại vẫn rất vui vẻ đón tiếp và nói do lượng khách sau tết không đông mấy nên bên Bảo Hưng vẫn để mình ở đến 7h tối và không tính phí phải nói là dịch vụ quá thân thiện và quá hoàn hảo. Phòng ốc thì hoàn toàn i như hình đầy đủ tiện nghi và sạch sẽ nhé. Nếu có dịp thì chắc chắn mình sẽ quay lại."
4251,1.0,PAS de petit-déjeuner buffet le premier jour. Buffet les jours suivants mais choix très limité !! Petit-déjeuner pas génial !!
4262,1.0,従業員が皆、明るくフレンドリーで教育されているスタッフが多い印象です。旧市街散策は徒歩5分です。また、無料貸し出し自転車で少し離れた名物料理店への移動、アンバンビーチへはミニバスでの無料送迎がありますので便利です。ウエルカム果物（バナナ）が有りましたし、色々なオプションツアーもフロントでお願いできました。
4268,1.0,"Khách sạn sạch sẽ, nhân viên thân thiện, ăn sáng ngon "
4270,-1.0,"Cảm Thấy thất vọng. Khác xa những gì mình tưởng. Mình đã booking và cũng trả tiền trước, nhưng mình phải kiếm chỗ khác gấp. Không thể ở được.  "
4273,1.0,"Ngày đẹp trời đến Qui Nhơn, tôi cảm thấy hài lòng với khách sạn Seagull. Cảm ơn."
4284,1.0,Perfect choice for Hanoi 
4287,1.0,Gần bãi biển
4295,1.0,"Khách sạn rất đẹp, nhân viên rất nice, đồ ăn sáng đầy đủ đa dạng, kiến trúc và nhà tắm rất đẹp "
4296,1.0,"Vị trí rất tốt, đi bộ vài phút là ra tới chợ Hội An và phố cổ. Phòng rộng rãi, sạch sẽ, tiện nghi, wifi ok. Tầm nhìn tuyệt vời ra sông Hoài. Bể bơi trên tầng 5 rất đẹp và rộng. Ăn sáng ngon miệng và đầy đủ. Khách sạn có xe đạp cho khách mượn thoải mái miễn phí. Điều chưa hài lòng là phòng gym sơ sài, cần thiết bị đa dạng và có thể tập được đủ bài hơn."
4301,1.0,The toiletries are not dispensing the bath/shampoo. minus point 
4303,1.0,"Nơi nghỉ dưỡng tuyệt vời cho cặp đôi hoặc gia đình. 
Nhân viên nhiệt tình và thân thiện. Buffet ngon và đa dạng. 
View rất lãng mạn.
Tuy nhiên cách âm hơi kém, buổi sáng tiếng bước chân của khách ở hành lang, tiếng nhân viên đi lại gây ảnh hưởng đến giấc ngủ của khách trong phòng .
Xe shuttle bus của resort nên tăng số chuyến để tạo thêm sự thuận tiện cho khách đi vào và trở về từ thành phố.
Hi vọng đợt sau trở lại, resort sẽ cải thiện thêm về 1 ít thiếu sót. 
Nhìn chung resort là nơi nghỉ dưỡng tuyệt vời."
4308,1.0,"Du lịch sau mùa dịch nên còn mùi phòng, ks hỗ trợ nâng cấp phòng rất tốt..sẽ đến thuong xuyen"
4309,1.0,"Thiết kế KS theo tông trắng-xanh dương của phong cách Santorini, rất trẻ trung và tươi mát. 
Điểm cộng:
- nhân viên dễ thương nhiệt tình
- Ăn sáng tuy đơn giản nhưng ngon, phù hợp khẩu vị
- Phòng máy lạnh tốt,  nhà vệ sinh sạch sẽ ko mùi khó chịu
- Hồ bơi trên rooftop tầng 8 cực ok nhé, có mái che nên ko sợ hắt nắng. Hồ 1m2 nên ko phù hợp trẻ em bơi 
- Vị trí ổn, cách biển ko xa
Điểm trừ:
- Máy sấy chất lượng chưa được tốt, sấy tóc nam thì ok chứ sấy tóc nữ thì thua luôn
- Có thể do mình ở tầng 1 nên cách âm phòng ko được tốt lắm. Dưới sảnh ai nói năng gì mình nghe hết trơn :)))"
4310,1.0,"Buffet sáng quá đông, nhộn nhịp khách đoàn lớn"
4325,1.0,"Nearly sea
Mr.Dat reception very  friendly, enthusiastic support."
4328,1.0,"Bugalow hướng biển tuyệt đẹp. Mình đi vào dịp Tết, vắng khách, nên càng đẹp hơn nữa. Tốt nhất là nên đi vào dịp thấp điểm. Lưu ý là phòng rất nhiều muỗi, có đèn tinh dầu nhưng ko ngăn nổi. Ngủ dậy là như lên sởi luôn."
4336,1.0,"Check-in & check-out process was a nightmare. Long waiting queue & they processed very slow.  The transportation from villas to the front desk was a disaster. I called the reception more than 6 times to ask for a buggy to pick up my group & our luggages & we had to wait for almost an hour.  There are nothing around the areas to entertain, the receptionist even told us to get to the nearby town to find sth else to eat."
4337,1.0,"Very nice place to stay if you want location near the airport! I just take 5 mins walking to the airport!
Helpful and friendly staff! 
One more thing is I really love this place that the price is really cheap!"
4338,1.0,"Mường Thanh QN ở ngay trung tâm, đối diện là Công viên Sun group! Phục vụ rất chuyên nghiệp (từ đội ngũ bảo vệ); dưới sảnh có Highland coffee.. Mường Thanh rất sạch sẽ, chuyên nghiệp (so với Mường Thanh Thanh Hoá thì đúng là 1 trời 1 vực)"
4340,1.0,Chỉ mức độ khá về mọi mặt 
4341,1.0,"nơi ở ổn, gần trung tâm, sạch sẽ, nhân viên lịch sự và nhiệt tình, sẽ quay lại"
4345,1.0,"Frühstück, Lage, Zimmer und die liebenswürdige Gastgeberin sind die Highlights unseres Aufenthalts "
4347,1.0,Ko ok 
4355,1.0,"Nơi ở sạch sẽ, gần trung tâm. Rất thuận tiện đi lại. Nhân viên hỗ trợ qua zalo nhiệt tình, thân thiện. Lần đầu ở theo kiểu self checkin như này nhưng rất thích. Chắc chắn sẽ quay lại nếu có dịp."
4359,1.0,Khách sạn rất đáng để trải nghiệm
4364,1.0,"Chủ khách sạn & nhân viên thân thiện. Hỗ trợ nhiệt tình, địa điểm khách sạn thuận tiện, dễ dàng di chuyển đến những nơi nổi tiếng trong trung tâm thành phố!"
4368,1.0,"Near beach,  Vincom  mall, coffee shop and restaurant. "
4379,1.0,No have onetime me.
4383,1.0,"Thích nhất là phòng khá rộng rãi, dễ chịu. Cô chủ thân thiên nhiệt tình. 

Cho 4 điểm vụ nhân viên vì đưa khách lên phòng vào bật điện, bật điều hoà cho khách nhưng không nói gì. Nên chủ động làm trước rồi khách lên sau như vậy khách hàng tự nhiên hơn là đi kè kè bên cạnh vào mở phòng và không nói gì. Hơi vô duyên và cảm thấy hơi mất tự nhiên."
4384,1.0,"Địa điểm gần ngay Công viên 23/9, yên tĩnh. Mình đặt phòng hạng thường nhưng được upgrade lên hạng Deluxe có bạn công trông ra phố. Hài lòng. Phòng giống trong ảnh , đồ đạc mới và hiện đại. Bất tiện chút ở phòng vệ sinh và phòng tắm chung và khá nhỏ. Nhân viên thân thiện, quan tâm support gia đình mình từ bữa ăn sáng đến việc gọi xe ra sân bay."
4385,1.0,"Mình lần đầu tiên biet đến  Cozrum Homes qua Agoda thật tình cờ khi muốn tìm phòng gần trung tâm cho thuận tiện đi lại.
Trải nghiệm lần đầu là mô hình khá mới tự check in tuy gặp chút rắc rối ban đầu nhưng sau đó mọi việc đều rất thuận lợi. Phòng trang bị đầy đủ thiết bị đồ dùng bếp đủ dùng để bạn có thể nấu ăn đặc biệt những bạn chưa quen đồ ăn lạ thì đây thật sự là sự lựa chọn tuyệt vời.
"
4391,1.0,"Vi boede 5 nætter på dette guesthouse. Det er nok mere et homestay end et hotel, værtsfamilien er virkelig søde og hjælpsomme og der er en god stemning. Det er et godt sted for backpackere der gerne vil bo lidt godt. Det var også fint som familie, men beliggenheden egner sig bedst til at man selv kan komme rundt i området på en scooter. Morgenmadsudvalget er begrænset, men den smager godt. Værelserne kunne være mere rene. Man skal bo her, hvis man gerne vil være lidt social og sætter pris på gode mennesker."
4403,1.0,"Dịch vụ tốt, nhân viên lễ tân thân thiện"
4404,1.0,"위치, 방상태, 전망 훌륭합니다"
4405,1.0,"Khách sạn sát biển, bến xe, khu ăn uống có cả cho thuê xe máy và tour tại lễ tân nữa rất tiện. Sẽ quay lại nếu có dịp."
4408,1.0,"Hotel ngày tại Hồ Gươm
Tiện lợi thăm viếng nhiều thắng cảnh Hà Nội
Nhân viên nhiệt tình, chu đáo 
Phòng rộng rãi "
4410,1.0,"비엔동 1, 2가 마주보고 있으며..
체크인, 체크아웃은 비엔동 1에서 합니다.
전체적으로 만족할만합니다."
4411,1.0,"Tôi đã ở khách sạn nhiều lần mỗi khi vào Sài gòn. Vị trí rất trung tâm, thuận tiện đi lại, mua bán, ăn uống. "
4413,1.0,"하루 숙박용 가성비 짱. 공항에서 차로 십분 거리에 위치. 관광객들이 많이 가는 핑크성당, 한시장 걸어서 오분. 새 호텔이라 시설 깔끔. 다만, 로비에 에어컨 안틀어줘서 몹시 더움. "
4415,1.0,"May quá chúng tôi đã tìm thấy khách sạn có máy lạnh vì đà lạt mùa này nóng quá. Khách sạn Trang trí đẹp, phòng sạch sẽ, đồ ăn ngon nhưng đơn điệu và ít món, nhân viên nhiệt tình thân thiện. Sẽ quay lại"
4416,1.0,"Khách sạn mới, sạch sẽ, không gian yên tĩnh. Nhân viên vui vẻ, thân thiện. Buffet sáng ít món nhưng vừa khẩu vị"
4417,-1.0,"phòng đầy mùi mốc, báo resort nhiều lần nhưng không xử ký hết được, villa bị dột"
